Date,Area,SKU,Sales_Value,Units,Promo_Type
2024-01-28,North,SKU-002,1346.13,19,Discount
2024-01-28,North,SKU-003,3031.1,66,None
2024-01-28,North,SKU-004,4589.3,89,Discount
2024-01-28,North,SKU-005,3293.01,44,None
2024-01-28,North,SKU-006,1752.56,59,None
2024-01-28,North,SKU-007,2177.96,29,Discount
2024-01-28,North,SKU-008,8623.26,252,BOGO
2024-01-28,North,SKU-009,1437.26,20,None
2024-01-28,North,SKU-010,4694.45,169,None
2024-01-28,South,SKU-001,1943.48,48,None
2024-01-28,South,SKU-002,1141.61,15,Discount
2024-01-28,South,SKU-003,2824.4,100,None
2024-01-28,South,SKU-004,6827.14,93,Flash Sale
2024-01-28,South,SKU-005,3113.4,43,Bundle
2024-01-28,South,SKU-006,2191.58,46,None
2024-01-28,South,SKU-007,1486.88,79,None
2024-01-28,South,SKU-008,7046.59,109,Bundle
2024-01-28,South,SKU-009,1498.78,59,None
2024-01-28,South,SKU-010,4043.49,93,None
2024-01-28,East,SKU-001,3094.96,39,Flash Sale
2024-01-28,East,SKU-002,1287.09,25,Flash Sale
2024-01-28,East,SKU-003,6237.34,85,BOGO
2024-01-28,East,SKU-004,3398.24,222,Discount
2024-01-28,East,SKU-005,3482.81,48,Discount
2024-01-28,East,SKU-006,2350.54,58,Discount
2024-01-28,East,SKU-007,1949.9,28,Discount
2024-01-28,East,SKU-008,9841.45,220,Discount
2024-01-28,East,SKU-009,2265.29,37,BOGO
2024-01-28,East,SKU-010,4448.57,60,None
2024-01-28,West,SKU-001,2982.27,115,BOGO
2024-01-28,West,SKU-002,1296.37,43,Flash Sale
2024-01-28,West,SKU-003,2921.96,177,None
2024-01-28,West,SKU-004,2553.91,41,None
2024-01-28,West,SKU-005,2654.14,46,None
2024-01-28,West,SKU-006,2045.67,112,None
2024-01-28,West,SKU-007,1705.5,104,None
2024-01-28,West,SKU-008,5761.98,145,None
2024-01-28,West,SKU-009,2015.31,80,Discount
2024-01-28,West,SKU-010,4369.54,75,None
2024-01-29,North,SKU-001,2073.9,34,Discount
2024-01-29,North,SKU-002,1514.51,69,Flash Sale
2024-01-29,North,SKU-003,2513.72,38,None
2024-01-29,North,SKU-004,2865.1,102,Bundle
2024-01-29,North,SKU-005,3691.37,47,Discount
2024-01-29,North,SKU-006,2842.72,83,BOGO
2024-01-29,North,SKU-007,1364.78,18,None
2024-01-29,North,SKU-008,6019.58,396,Bundle
2024-01-29,North,SKU-009,1409.26,20,None
2024-01-29,North,SKU-010,4421.05,211,Bundle
2024-01-29,South,SKU-001,1538.27,71,None
2024-01-29,South,SKU-002,1042.5,23,Discount
2024-01-29,South,SKU-003,3490.56,191,Discount
2024-01-29,South,SKU-004,2881.04,40,None
2024-01-29,South,SKU-005,4174.15,118,BOGO
2024-01-29,South,SKU-006,1376.83,21,None
2024-01-29,South,SKU-007,1076.38,44,None
2024-01-29,South,SKU-008,4626.58,63,None
2024-01-29,South,SKU-009,1953.68,92,Discount
2024-01-29,South,SKU-010,5526.68,134,BOGO
2024-01-29,East,SKU-001,1668.07,41,Bundle
2024-01-29,East,SKU-002,1024.99,17,Bundle
2024-01-29,East,SKU-003,2326.9,38,None
2024-01-29,East,SKU-004,2988.72,42,None
2024-01-29,East,SKU-005,2249.81,42,None
2024-01-29,East,SKU-006,1863.58,46,Bundle
2024-01-29,East,SKU-007,2237.83,31,BOGO
2024-01-29,East,SKU-008,4933.38,105,None
2024-01-29,East,SKU-009,2248.17,117,Flash Sale
2024-01-29,East,SKU-010,5094.97,71,BOGO
2024-01-29,West,SKU-001,2354.68,40,Discount
2024-01-29,West,SKU-002,1135.01,19,BOGO
2024-01-29,West,SKU-003,2679.05,43,None
2024-01-29,West,SKU-004,3056.79,51,Bundle
2024-01-29,West,SKU-005,3801.57,55,Flash Sale
2024-01-29,West,SKU-006,1322.05,17,None
2024-01-29,West,SKU-007,1985.7,27,Bundle
2024-01-29,West,SKU-008,5466.54,152,None
2024-01-29,West,SKU-009,2303.88,126,BOGO
2024-01-29,West,SKU-010,5650.27,142,Discount
2024-01-30,North,SKU-001,1643.77,37,Discount
2024-01-30,North,SKU-002,764.38,16,Bundle
2024-01-30,North,SKU-003,3732.99,78,BOGO
2024-01-30,North,SKU-004,2107.69,50,None
2024-01-30,North,SKU-005,2631.49,39,None
2024-01-30,North,SKU-006,2659.13,51,Discount
2024-01-30,North,SKU-007,2054.27,53,Bundle
2024-01-30,North,SKU-008,5596.0,80,None
2024-01-30,North,SKU-009,1985.86,35,BOGO
2024-01-30,North,SKU-010,5588.49,144,Bundle
2024-01-30,South,SKU-001,1552.2,24,Bundle
2024-01-30,South,SKU-002,789.35,20,Discount
2024-01-30,South,SKU-003,3927.72,99,Discount
2024-01-30,South,SKU-004,2050.69,79,None
2024-01-30,South,SKU-005,2627.7,41,None
2024-01-30,South,SKU-006,2630.92,48,Flash Sale
2024-01-30,South,SKU-007,1590.22,22,Discount
2024-01-30,South,SKU-008,6834.32,103,Discount
2024-01-30,South,SKU-009,1634.95,38,BOGO
2024-01-30,South,SKU-010,4386.64,99,None
2024-01-30,East,SKU-001,1673.99,109,None
2024-01-30,East,SKU-002,718.99,16,None
2024-01-30,East,SKU-003,4186.41,63,Bundle
2024-01-30,East,SKU-004,2698.28,102,None
2024-01-30,East,SKU-005,1958.83,33,None
2024-01-30,East,SKU-006,2633.12,65,BOGO
2024-01-30,East,SKU-007,1704.83,21,Discount
2024-01-30,East,SKU-008,6822.64,288,Discount
2024-01-30,East,SKU-009,2397.24,33,Flash Sale
2024-01-30,East,SKU-010,6298.43,124,Discount
2024-01-30,West,SKU-001,2450.67,32,BOGO
2024-01-30,West,SKU-002,867.68,15,Discount
2024-01-30,West,SKU-003,4141.89,55,Discount
2024-01-30,West,SKU-004,2988.49,52,None
2024-01-30,West,SKU-005,2331.63,38,None
2024-01-30,West,SKU-006,2849.99,44,BOGO
2024-01-30,West,SKU-007,1798.36,23,Bundle
2024-01-30,West,SKU-008,10095.06,138,Flash Sale
2024-01-30,West,SKU-009,1953.0,46,Discount
2024-01-30,West,SKU-010,3991.97,239,None
2024-01-31,North,SKU-001,1159.57,62,None
2024-01-31,North,SKU-002,1084.23,42,Discount
2024-01-31,North,SKU-003,4136.93,168,Discount
2024-01-31,North,SKU-004,2697.05,78,None
2024-01-31,North,SKU-005,2196.41,49,None
2024-01-31,North,SKU-006,2523.24,49,Discount
2024-01-31,North,SKU-007,1882.79,28,Discount
2024-01-31,North,SKU-008,7490.46,414,Discount
2024-01-31,North,SKU-009,2199.22,28,Flash Sale
2024-01-31,North,SKU-010,7509.02,405,BOGO
2024-01-31,South,SKU-001,1742.03,24,Discount
2024-01-31,South,SKU-002,1036.0,13,Bundle
2024-01-31,South,SKU-003,4854.28,96,BOGO
2024-01-31,South,SKU-004,3895.93,50,Discount
2024-01-31,South,SKU-005,3192.47,40,Discount
2024-01-31,South,SKU-006,1437.28,54,None
2024-01-31,South,SKU-007,1273.23,29,None
2024-01-31,South,SKU-008,5924.82,111,Discount
2024-01-31,South,SKU-009,1361.27,30,Discount
2024-01-31,South,SKU-010,3228.0,42,None
2024-01-31,East,SKU-001,1566.56,28,None
2024-01-31,East,SKU-002,981.87,18,Discount
2024-01-31,East,SKU-003,3652.25,59,BOGO
2024-01-31,East,SKU-004,4149.72,84,Discount
2024-01-31,East,SKU-005,2249.72,45,None
2024-01-31,East,SKU-006,1544.03,21,None
2024-01-31,East,SKU-007,1997.63,58,BOGO
2024-01-31,East,SKU-008,7739.82,112,Bundle
2024-01-31,East,SKU-009,1025.22,27,None
2024-01-31,East,SKU-010,6434.51,117,Discount
2024-01-31,West,SKU-001,2339.66,39,Discount
2024-01-31,West,SKU-002,1072.95,16,BOGO
2024-01-31,West,SKU-003,2627.33,52,None
2024-01-31,West,SKU-004,2841.39,58,Discount
2024-01-31,West,SKU-005,3746.12,77,BOGO
2024-01-31,West,SKU-006,1746.19,23,Bundle
2024-01-31,West,SKU-007,1739.86,85,Discount
2024-01-31,West,SKU-008,4306.18,55,None
2024-01-31,West,SKU-009,1273.54,44,None
2024-01-31,West,SKU-010,6346.9,149,Discount
2024-02-01,North,SKU-001,1245.71,18,None
2024-02-01,North,SKU-002,1416.02,18,Flash Sale
2024-02-01,North,SKU-003,2228.56,36,None
2024-02-01,North,SKU-004,2092.53,112,None
2024-02-01,North,SKU-005,3334.92,63,Discount
2024-02-01,North,SKU-006,2678.34,64,Discount
2024-02-01,North,SKU-007,1831.37,42,Bundle
2024-02-01,North,SKU-008,4747.46,209,None
2024-02-01,North,SKU-009,1280.56,23,None
2024-02-01,North,SKU-010,4273.88,216,None
2024-02-01,South,SKU-001,1293.3,21,None
2024-02-01,South,SKU-002,642.48,8,None
2024-02-01,South,SKU-003,5011.25,86,Flash Sale
2024-02-01,South,SKU-004,2809.95,95,Bundle
2024-02-01,South,SKU-005,4948.27,70,Flash Sale
2024-02-01,South,SKU-006,2723.56,111,Discount
2024-02-01,South,SKU-007,2534.37,161,BOGO
2024-02-01,South,SKU-008,4218.44,275,None
2024-02-01,South,SKU-009,2337.02,30,Flash Sale
2024-02-01,South,SKU-010,4896.06,77,Discount
2024-02-01,East,SKU-001,1998.7,27,BOGO
2024-02-01,East,SKU-002,608.52,20,None
2024-02-01,East,SKU-003,3382.95,126,Discount
2024-02-01,East,SKU-004,2858.23,37,None
2024-02-01,East,SKU-005,3201.54,162,Bundle
2024-02-01,East,SKU-006,1479.15,53,None
2024-02-01,East,SKU-007,2055.1,53,Bundle
2024-02-01,East,SKU-008,5841.32,105,Discount
2024-02-01,East,SKU-009,1573.13,35,Discount
2024-02-01,East,SKU-010,5966.98,239,Discount
2024-02-01,West,SKU-001,2537.26,32,BOGO
2024-02-01,West,SKU-002,564.56,18,None
2024-02-01,West,SKU-003,4181.34,73,Discount
2024-02-01,West,SKU-004,3985.7,167,Discount
2024-02-01,West,SKU-005,4287.82,95,BOGO
2024-02-01,West,SKU-006,2917.72,62,BOGO
2024-02-01,West,SKU-007,1165.34,21,None
2024-02-01,West,SKU-008,7951.57,329,Discount
2024-02-01,West,SKU-009,1536.1,21,Discount
2024-02-01,West,SKU-010,4315.88,59,None
2024-02-02,North,SKU-001,1588.58,30,None
2024-02-02,North,SKU-002,1145.78,22,Discount
2024-02-02,North,SKU-003,3799.23,154,Bundle
2024-02-02,North,SKU-004,4234.42,64,Flash Sale
2024-02-02,North,SKU-005,2781.9,58,Discount
2024-02-02,North,SKU-006,1575.17,33,None
2024-02-02,North,SKU-007,2135.53,31,Discount
2024-02-02,North,SKU-008,5478.02,227,None
2024-02-02,North,SKU-009,1056.45,13,None
2024-02-02,North,SKU-010,4329.32,93,None
2024-02-02,South,SKU-001,1843.89,28,BOGO
2024-02-02,South,SKU-002,813.26,20,Discount
2024-02-02,South,SKU-003,2938.65,60,None
2024-02-02,South,SKU-004,3830.12,51,BOGO
2024-02-02,South,SKU-005,1899.56,33,None
2024-02-02,South,SKU-006,1776.9,36,None
2024-02-02,South,SKU-007,2125.7,66,Discount
2024-02-02,South,SKU-008,4721.95,119,None
2024-02-02,South,SKU-009,1220.08,30,None
2024-02-02,South,SKU-010,5574.67,146,Discount
2024-02-02,East,SKU-001,2247.33,48,BOGO
2024-02-02,East,SKU-002,704.52,29,None
2024-02-02,East,SKU-003,2455.67,50,None
2024-02-02,East,SKU-004,3103.55,114,Discount
2024-02-02,East,SKU-005,3876.8,56,BOGO
2024-02-02,East,SKU-006,2221.64,60,Discount
2024-02-02,East,SKU-007,1329.1,28,None
2024-02-02,East,SKU-008,7206.34,126,Discount
2024-02-02,East,SKU-009,1862.92,104,Flash Sale
2024-02-02,East,SKU-010,3377.99,69,None
2024-02-02,West,SKU-001,1161.18,36,None
2024-02-02,West,SKU-002,708.69,17,None
2024-02-02,West,SKU-003,3169.81,50,None
2024-02-02,West,SKU-004,4136.06,142,Discount
2024-02-02,West,SKU-005,3471.04,133,Bundle
2024-02-02,West,SKU-006,3247.62,48,Flash Sale
2024-02-02,West,SKU-007,1404.99,29,None
2024-02-02,West,SKU-008,5412.41,145,None
2024-02-02,West,SKU-009,1636.44,84,Bundle
2024-02-02,West,SKU-010,7172.03,325,Flash Sale
2024-02-03,North,SKU-001,2393.71,32,Discount
2024-02-03,North,SKU-002,1814.76,33,Flash Sale
2024-02-03,North,SKU-003,3271.71,59,None
2024-02-03,North,SKU-004,3461.59,69,None
2024-02-03,North,SKU-005,2339.01,40,None
2024-02-03,North,SKU-006,2284.67,34,None
2024-02-03,North,SKU-007,3079.84,78,Flash Sale
2024-02-03,North,SKU-008,6431.61,149,None
2024-02-03,North,SKU-009,2109.71,53,Bundle
2024-02-03,North,SKU-010,4605.71,146,None
2024-02-03,South,SKU-001,2761.28,135,Discount
2024-02-03,South,SKU-002,1449.62,94,Flash Sale
2024-02-03,South,SKU-003,3406.66,150,None
2024-02-03,South,SKU-004,2856.88,100,None
2024-02-03,South,SKU-005,4306.78,196,BOGO
2024-02-03,South,SKU-006,3973.16,126,Flash Sale
2024-02-03,South,SKU-007,3131.89,57,Flash Sale
2024-02-03,South,SKU-008,12479.76,298,Flash Sale
2024-02-03,South,SKU-009,1647.74,32,Bundle
2024-02-03,South,SKU-010,5563.55,159,Bundle
2024-02-03,East,SKU-001,3008.38,73,BOGO
2024-02-03,East,SKU-002,964.76,16,None
2024-02-03,East,SKU-003,4526.24,74,Discount
2024-02-03,East,SKU-004,2526.38,52,None
2024-02-03,East,SKU-005,5007.66,91,BOGO
2024-02-03,East,SKU-006,1704.04,21,None
2024-02-03,East,SKU-007,1802.42,26,None
2024-02-03,East,SKU-008,9068.44,209,Bundle
2024-02-03,East,SKU-009,1316.58,33,None
2024-02-03,East,SKU-010,5173.49,68,None
2024-02-03,West,SKU-001,3366.12,68,Flash Sale
2024-02-03,West,SKU-002,995.42,14,None
2024-02-03,West,SKU-003,4189.84,149,Bundle
2024-02-03,West,SKU-004,3696.02,56,Discount
2024-02-03,West,SKU-005,4091.25,69,Discount
2024-02-03,West,SKU-006,2825.55,188,BOGO
2024-02-03,West,SKU-007,1341.26,40,None
2024-02-03,West,SKU-008,10659.44,262,Flash Sale
2024-02-03,West,SKU-009,2050.61,32,Discount
2024-02-03,West,SKU-010,5543.17,109,None
2024-02-04,North,SKU-001,2545.64,37,BOGO
2024-02-04,North,SKU-002,1233.04,44,Discount
2024-02-04,North,SKU-003,6464.91,202,Flash Sale
2024-02-04,North,SKU-004,5727.94,111,Flash Sale
2024-02-04,North,SKU-005,3660.68,161,Discount
2024-02-04,North,SKU-006,3175.5,46,Discount
2024-02-04,North,SKU-007,2424.26,31,Discount
2024-02-04,North,SKU-008,8585.26,133,Bundle
2024-02-04,North,SKU-009,2028.06,27,Bundle
2024-02-04,North,SKU-010,4712.96,148,None
2024-02-04,South,SKU-001,3391.48,42,Flash Sale
2024-02-04,South,SKU-002,1324.72,31,Discount
2024-02-04,South,SKU-003,5320.65,340,BOGO
2024-02-04,South,SKU-004,3786.14,179,Discount
2024-02-04,South,SKU-005,3711.74,49,BOGO
2024-02-04,South,SKU-006,2372.26,81,Bundle
2024-02-04,South,SKU-007,1964.09,30,Discount
2024-02-04,South,SKU-008,8341.22,298,Discount
2024-02-04,South,SKU-009,2339.75,82,Discount
2024-02-04,South,SKU-010,7536.5,108,Discount
2024-02-04,East,SKU-001,2338.0,106,BOGO
2024-02-04,East,SKU-002,904.21,15,None
2024-02-04,East,SKU-003,3652.78,72,None
2024-02-04,East,SKU-004,3425.81,87,None
2024-02-04,East,SKU-005,4456.07,56,BOGO
2024-02-04,East,SKU-006,2750.09,34,Discount
2024-02-04,East,SKU-007,2157.63,33,Discount
2024-02-04,East,SKU-008,4897.42,73,None
2024-02-04,East,SKU-009,2223.23,129,Bundle
2024-02-04,East,SKU-010,7272.61,121,BOGO
2024-02-04,West,SKU-001,1665.39,72,None
2024-02-04,West,SKU-002,1017.26,65,Bundle
2024-02-04,West,SKU-003,4401.98,204,Discount
2024-02-04,West,SKU-004,5028.57,157,BOGO
2024-02-04,West,SKU-005,3499.82,76,Discount
2024-02-04,West,SKU-006,2985.38,62,BOGO
2024-02-04,West,SKU-007,2176.72,34,Discount
2024-02-04,West,SKU-008,10888.27,328,BOGO
2024-02-04,West,SKU-009,1495.94,19,None
2024-02-04,West,SKU-010,7481.33,120,Discount
2024-02-05,North,SKU-001,2020.56,28,Discount
2024-02-05,North,SKU-002,845.98,10,Discount
2024-02-05,North,SKU-003,2723.25,174,None
2024-02-05,North,SKU-004,4760.63,59,Flash Sale
2024-02-05,North,SKU-005,4149.92,120,BOGO
2024-02-05,North,SKU-006,1576.23,26,None
2024-02-05,North,SKU-007,1186.6,37,None
2024-02-05,North,SKU-008,4867.37,132,None
2024-02-05,North,SKU-009,1830.84,35,BOGO
2024-02-05,North,SKU-010,5193.11,124,Discount
2024-02-05,South,SKU-001,2591.18,33,BOGO
2024-02-05,South,SKU-002,1015.9,17,Discount
2024-02-05,South,SKU-003,3280.89,97,None
2024-02-05,South,SKU-004,4287.37,91,BOGO
2024-02-05,South,SKU-005,3498.07,87,Bundle
2024-02-05,South,SKU-006,2266.85,29,Discount
2024-02-05,South,SKU-007,1414.29,18,None
2024-02-05,South,SKU-008,9932.85,190,Flash Sale
2024-02-05,South,SKU-009,1007.95,26,None
2024-02-05,South,SKU-010,5865.97,172,BOGO
2024-02-05,East,SKU-001,2060.13,50,Discount
2024-02-05,East,SKU-002,1018.06,13,Bundle
2024-02-05,East,SKU-003,3455.77,128,Bundle
2024-02-05,East,SKU-004,2130.14,70,None
2024-02-05,East,SKU-005,3833.39,63,Discount
2024-02-05,East,SKU-006,1452.79,35,None
2024-02-05,East,SKU-007,1105.37,15,None
2024-02-05,East,SKU-008,4025.98,98,None
2024-02-05,East,SKU-009,1019.98,18,None
2024-02-05,East,SKU-010,4201.01,57,None
2024-02-05,West,SKU-001,1762.8,28,Discount
2024-02-05,West,SKU-002,961.5,40,Bundle
2024-02-05,West,SKU-003,2233.86,38,None
2024-02-05,West,SKU-004,4593.78,101,BOGO
2024-02-05,West,SKU-005,3322.49,139,Discount
2024-02-05,West,SKU-006,1702.69,38,None
2024-02-05,West,SKU-007,2567.97,45,Flash Sale
2024-02-05,West,SKU-008,8091.23,174,Discount
2024-02-05,West,SKU-009,1903.61,43,Discount
2024-02-05,West,SKU-010,6107.31,243,BOGO
2024-02-06,North,SKU-001,1129.65,16,None
2024-02-06,North,SKU-002,660.04,14,None
2024-02-06,North,SKU-003,2959.77,63,None
2024-02-06,North,SKU-004,2996.67,46,Bundle
2024-02-06,North,SKU-005,3385.66,50,Discount
2024-02-06,North,SKU-006,2301.33,31,BOGO
2024-02-06,North,SKU-007,2437.0,95,Flash Sale
2024-02-06,North,SKU-008,10677.09,363,Flash Sale
2024-02-06,North,SKU-009,1174.3,38,None
2024-02-06,North,SKU-010,5061.38,79,Discount
2024-02-06,South,SKU-001,1907.93,27,Discount
2024-02-06,South,SKU-002,601.67,27,None
2024-02-06,South,SKU-003,3747.44,114,Bundle
2024-02-06,South,SKU-004,2850.95,175,Bundle
2024-02-06,South,SKU-005,2765.4,168,None
2024-02-06,South,SKU-006,1499.81,64,None
2024-02-06,South,SKU-007,1898.83,63,Bundle
2024-02-06,South,SKU-008,4002.86,137,None
2024-02-06,South,SKU-009,2129.24,31,Flash Sale
2024-02-06,South,SKU-010,6237.65,93,BOGO
2024-02-06,East,SKU-001,1879.86,29,BOGO
2024-02-06,East,SKU-002,578.98,8,None
2024-02-06,East,SKU-003,2800.56,104,None
2024-02-06,East,SKU-004,3953.62,57,Discount
2024-02-06,East,SKU-005,2769.95,45,None
2024-02-06,East,SKU-006,3460.37,79,Flash Sale
2024-02-06,East,SKU-007,1177.88,18,None
2024-02-06,East,SKU-008,5009.0,63,None
2024-02-06,East,SKU-009,1505.72,19,Bundle
2024-02-06,East,SKU-010,5465.26,87,BOGO
2024-02-06,West,SKU-001,1272.67,22,None
2024-02-06,West,SKU-002,930.57,50,Discount
2024-02-06,West,SKU-003,4583.84,151,Discount
2024-02-06,West,SKU-004,4427.18,171,Flash Sale
2024-02-06,West,SKU-005,3369.62,82,Discount
2024-02-06,West,SKU-006,1848.38,104,Discount
2024-02-06,West,SKU-007,1871.88,74,Bundle
2024-02-06,West,SKU-008,4467.76,94,None
2024-02-06,West,SKU-009,2273.4,28,BOGO
2024-02-06,West,SKU-010,3259.39,57,None
2024-02-07,North,SKU-001,1200.67,39,None
2024-02-07,North,SKU-002,1264.06,29,BOGO
2024-02-07,North,SKU-003,3116.28,78,Discount
2024-02-07,North,SKU-004,2256.1,128,None
2024-02-07,North,SKU-005,3097.85,61,Bundle
2024-02-07,North,SKU-006,1870.86,68,Bundle
2024-02-07,North,SKU-007,1991.3,43,BOGO
2024-02-07,North,SKU-008,4110.44,163,None
2024-02-07,North,SKU-009,1913.6,38,Discount
2024-02-07,North,SKU-010,4115.72,72,Bundle
2024-02-07,South,SKU-001,2933.54,40,Flash Sale
2024-02-07,South,SKU-002,1250.76,40,BOGO
2024-02-07,South,SKU-003,2927.31,58,None
2024-02-07,South,SKU-004,4170.74,70,Flash Sale
2024-02-07,South,SKU-005,2433.26,67,None
2024-02-07,South,SKU-006,2219.2,45,BOGO
2024-02-07,South,SKU-007,1094.65,14,None
2024-02-07,South,SKU-008,5709.06,202,None
2024-02-07,South,SKU-009,1381.24,80,Bundle
2024-02-07,South,SKU-010,7991.2,162,Flash Sale
2024-02-07,East,SKU-001,1620.25,55,Discount
2024-02-07,East,SKU-002,566.89,7,None
2024-02-07,East,SKU-003,4192.19,60,Bundle
2024-02-07,East,SKU-004,3650.07,192,Bundle
2024-02-07,East,SKU-005,4992.96,74,Flash Sale
2024-02-07,East,SKU-006,1855.7,57,None
2024-02-07,East,SKU-007,1464.49,21,None
2024-02-07,East,SKU-008,5850.34,75,None
2024-02-07,East,SKU-009,1018.67,33,None
2024-02-07,East,SKU-010,6582.74,133,Flash Sale
2024-02-07,West,SKU-001,2032.17,26,Discount
2024-02-07,West,SKU-002,1469.28,22,Flash Sale
2024-02-07,West,SKU-003,4712.24,77,BOGO
2024-02-07,West,SKU-004,5490.51,212,Flash Sale
2024-02-07,West,SKU-005,2374.53,49,None
2024-02-07,West,SKU-006,1665.28,30,None
2024-02-07,West,SKU-007,2487.31,49,BOGO
2024-02-07,West,SKU-008,9043.45,216,BOGO
2024-02-07,West,SKU-009,2603.23,72,Flash Sale
2024-02-07,West,SKU-010,5678.29,196,Discount
2024-02-08,North,SKU-001,1866.11,42,Discount
2024-02-08,North,SKU-002,1070.18,62,Flash Sale
2024-02-08,North,SKU-003,4001.84,82,Discount
2024-02-08,North,SKU-004,2815.94,35,Discount
2024-02-08,North,SKU-005,3722.95,226,Discount
2024-02-08,North,SKU-006,2685.82,55,Discount
2024-02-08,North,SKU-007,1121.7,24,None
2024-02-08,North,SKU-008,4248.59,109,None
2024-02-08,North,SKU-009,1515.58,22,Discount
2024-02-08,North,SKU-010,4067.54,78,None
2024-02-08,South,SKU-001,2162.04,34,Discount
2024-02-08,South,SKU-002,795.46,11,Bundle
2024-02-08,South,SKU-003,2857.87,82,None
2024-02-08,South,SKU-004,3958.58,212,Flash Sale
2024-02-08,South,SKU-005,3498.23,51,BOGO
2024-02-08,South,SKU-006,3658.94,160,Flash Sale
2024-02-08,South,SKU-007,2060.32,29,Discount
2024-02-08,South,SKU-008,5233.01,93,None
2024-02-08,South,SKU-009,1117.36,63,None
2024-02-08,South,SKU-010,3681.98,61,None
2024-02-08,East,SKU-001,1158.13,18,None
2024-02-08,East,SKU-002,1589.63,24,Flash Sale
2024-02-08,East,SKU-003,2446.96,72,None
2024-02-08,East,SKU-004,4091.02,111,Flash Sale
2024-02-08,East,SKU-005,3112.88,170,Bundle
2024-02-08,East,SKU-006,2825.21,69,Flash Sale
2024-02-08,East,SKU-007,2822.76,120,Flash Sale
2024-02-08,East,SKU-008,4929.1,176,None
2024-02-08,East,SKU-009,2443.04,88,Flash Sale
2024-02-08,East,SKU-010,4967.54,153,Discount
2024-02-08,West,SKU-001,2493.3,33,Flash Sale
2024-02-08,West,SKU-002,594.89,14,None
2024-02-08,West,SKU-003,4137.53,115,BOGO
2024-02-08,West,SKU-004,2776.33,106,None
2024-02-08,West,SKU-005,3897.96,49,BOGO
2024-02-08,West,SKU-006,2241.14,51,Bundle
2024-02-08,West,SKU-007,1649.41,41,Discount
2024-02-08,West,SKU-008,4196.86,226,None
2024-02-08,West,SKU-009,1390.77,20,None
2024-02-08,West,SKU-010,3707.99,55,None
2024-02-09,North,SKU-001,1937.31,117,Discount
2024-02-09,North,SKU-002,1080.22,37,Discount
2024-02-09,North,SKU-003,3929.43,70,Discount
2024-02-09,North,SKU-004,2701.54,46,None
2024-02-09,North,SKU-005,4570.06,78,Flash Sale
2024-02-09,North,SKU-006,1482.29,78,None
2024-02-09,North,SKU-007,2091.45,37,Discount
2024-02-09,North,SKU-008,4897.38,64,None
2024-02-09,North,SKU-009,1158.02,35,None
2024-02-09,North,SKU-010,7251.9,446,BOGO
2024-02-09,South,SKU-001,2394.31,60,Flash Sale
2024-02-09,South,SKU-002,817.73,17,None
2024-02-09,South,SKU-003,2407.68,50,None
2024-02-09,South,SKU-004,3336.88,54,Bundle
2024-02-09,South,SKU-005,2092.77,42,None
2024-02-09,South,SKU-006,2618.21,41,BOGO
2024-02-09,South,SKU-007,1256.94,33,None
2024-02-09,South,SKU-008,6220.05,79,Discount
2024-02-09,South,SKU-009,1908.49,34,Discount
2024-02-09,South,SKU-010,8690.17,127,Flash Sale
2024-02-09,East,SKU-001,1662.85,21,None
2024-02-09,East,SKU-002,848.29,11,Discount
2024-02-09,East,SKU-003,2299.08,57,None
2024-02-09,East,SKU-004,3392.39,64,Discount
2024-02-09,East,SKU-005,5255.71,70,Flash Sale
2024-02-09,East,SKU-006,2575.35,109,BOGO
2024-02-09,East,SKU-007,1382.4,23,None
2024-02-09,East,SKU-008,7962.34,226,Discount
2024-02-09,East,SKU-009,1178.1,15,None
2024-02-09,East,SKU-010,4203.22,81,None
2024-02-09,West,SKU-001,1308.92,25,None
2024-02-09,West,SKU-002,615.05,8,None
2024-02-09,West,SKU-003,3003.06,46,None
2024-02-09,West,SKU-004,5639.78,162,Flash Sale
2024-02-09,West,SKU-005,2805.46,103,Discount
2024-02-09,West,SKU-006,1435.82,22,None
2024-02-09,West,SKU-007,1953.79,35,Discount
2024-02-09,West,SKU-008,6205.33,371,Discount
2024-02-09,West,SKU-009,1303.21,28,None
2024-02-09,West,SKU-010,5578.95,141,Bundle
2024-02-10,North,SKU-001,3208.34,134,Flash Sale
2024-02-10,North,SKU-002,1053.22,25,Discount
2024-02-10,North,SKU-003,3865.79,50,None
2024-02-10,North,SKU-004,4618.23,58,Discount
2024-02-10,North,SKU-005,3232.3,42,Discount
2024-02-10,North,SKU-006,2939.47,62,Bundle
2024-02-10,North,SKU-007,2948.05,40,BOGO
2024-02-10,North,SKU-008,10893.82,614,Flash Sale
2024-02-10,North,SKU-009,3006.76,74,Flash Sale
2024-02-10,North,SKU-010,4786.41,107,None
2024-02-10,South,SKU-001,1950.44,62,None
2024-02-10,South,SKU-002,1915.76,109,Flash Sale
2024-02-10,South,SKU-003,6317.33,112,Flash Sale
2024-02-10,South,SKU-004,2634.13,60,None
2024-02-10,South,SKU-005,4339.18,129,Discount
2024-02-10,South,SKU-006,1910.45,34,None
2024-02-10,South,SKU-007,1728.89,23,None
2024-02-10,South,SKU-008,8770.99,197,Bundle
2024-02-10,South,SKU-009,1268.1,23,None
2024-02-10,South,SKU-010,4544.15,126,None
2024-02-10,East,SKU-001,1476.76,27,None
2024-02-10,East,SKU-002,1363.7,65,Discount
